id,bmc School,first_name,last_name,age,program,level,gender,dob,doa,udid ,aadhar ,disability,severity,address,contact,status mob no,school,age while refering,standard at non special,casestudy,add nd sub,two words,vocab building,TRADITIONAL AND MODERN GAME,mumbai topo,lemon srbat making ,stamping the design ,baseline consolidate ,endline consolidate ,no. of bl,no. of el
357,5,Verile,Randerson,31,5,2,Female,5/2/2010,9/29/2008,357,6597028368,2,8,Room 1138,7837843606,5581826196,6,17,7,8,10,FALSE,9,2,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
358,3,Marketa,Nelthorpe,8,9,2,Female,12/10/2010,12/27/2009,358,230735444,4,6,Apt 1706,4233417277,2707387088,8,19,7,6,8,FALSE,10,10,6,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
359,6,Annaliese,Piggott,30,10,3,Female,8/23/2010,8/21/2006,359,3383025969,2,2,PO Box 53620,4855407615,6563546692,8,3,11,1,9,FALSE,1,9,8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
360,7,Leontyne,Colebrook,13,5,2,Genderfluid,9/3/2008,7/26/2014,360,237708558,5,3,Apt 680,3637386674,8007695788,3,18,10,5,6,FALSE,10,5,10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
361,5,Bond,Tookill,15,2,1,Genderfluid,1/6/2009,11/26/2008,361,5473193390,1,8,11th Floor,2346554324,6128595596,5,20,11,5,3,FALSE,2,2,7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
362,4,Dara,Moyles,37,9,2,Female,8/8/2007,10/24/2008,362,5602795375,3,10,Apt 1296,3526735808,39306453,8,16,10,9,9,TRUE,7,3,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
363,8,Binky,Templman,35,8,2,Male,4/15/2005,4/19/2023,363,1888636785,4,9,Apt 1194,7679892903,1514096110,9,18,10,5,3,TRUE,8,9,1,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
364,7,Reta,Fairfull,34,4,1,Female,11/19/2015,6/9/2007,364,2115223225,4,9,Suite 29,8757622787,5118710170,1,18,10,4,8,TRUE,3,1,5,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
365,6,Cassius,Moakes,11,5,2,Male,7/28/2013,9/29/2005,365,584484860,6,3,PO Box 98420,9867301994,4577892545,1,27,7,7,4,TRUE,9,4,8,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
366,6,Rey,Youhill,50,3,1,Female,9/13/2009,9/24/2012,366,7086273341,5,8,Apt 695,9619616596,9934134845,6,6,12,6,6,FALSE,5,1,10,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
367,8,Jacquie,Bealton,23,1,1,Female,3/9/2005,9/23/2016,367,6578503129,5,6,Apt 1503,5018797967,4402116600,1,27,3,10,4,TRUE,2,5,4,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
368,10,Marina,Lupson,13,2,1,Female,3/8/2009,11/21/2017,368,112546951,7,7,PO Box 67033,2200474067,4712663278,6,17,1,1,7,FALSE,1,8,6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
369,3,Grange,Zamudio,28,10,1,Male,7/24/2017,4/14/2016,369,7999490288,6,8,18th Floor,2914292813,4305215608,5,16,4,9,7,TRUE,9,7,1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
370,10,Marcello,De Lisle,7,5,3,Male,1/11/2017,12/13/2013,370,2434479677,5,9,PO Box 17928,6021411374,442568932,1,6,8,6,9,TRUE,4,5,10,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
371,5,Aviva,Longbone,23,3,3,Genderfluid,12/7/2004,9/23/2009,371,6525091969,4,4,PO Box 26830,786989920,6963333327,1,17,2,4,6,FALSE,6,2,4,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
372,5,Hewie,Castenda,40,5,2,Male,4/11/2007,5/27/2023,372,7510287383,2,9,PO Box 64114,2234550033,3053303000,9,26,4,10,6,TRUE,10,10,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
373,2,Royal,Cawley,48,2,2,Male,1/6/2006,11/23/2013,373,4656503037,3,6,Apt 554,2767166649,2718067691,3,26,5,8,10,TRUE,4,2,6,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
374,6,Barnie,Shiril,10,2,3,Male,7/29/2007,8/31/2017,374,5005857559,1,9,Apt 1453,6729214678,1012679233,9,3,3,10,3,FALSE,7,6,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
375,5,Nita,Sawers,12,4,3,Female,7/24/2014,11/12/2009,375,7501093253,1,10,Apt 849,5347116579,2595205528,7,14,8,3,4,TRUE,2,6,6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
376,3,Delora,Fawcitt,15,8,3,Female,8/28/2006,3/29/2023,376,8687309538,6,7,Apt 307,542188007,6141506410,4,12,10,9,4,TRUE,9,6,7,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
377,10,Willey,Hubback,24,4,2,Male,1/28/2014,7/24/2013,377,7768811216,3,2,12th Floor,9115217752,7789164325,2,13,8,7,4,FALSE,5,5,9,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
378,6,Kalie,Feldklein,31,1,2,Female,5/3/2017,6/5/2022,378,1736781073,4,8,Room 1936,5792049483,634090429,7,19,7,8,9,TRUE,1,4,9,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
379,5,Mireille,Moores,46,3,3,Genderqueer,5/12/2018,7/19/2018,379,1710948450,4,9,PO Box 86752,746876505,2624051651,6,20,3,6,6,FALSE,8,5,5,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
380,10,Jerrold,Topaz,16,3,3,Male,11/8/2008,4/19/2008,380,794764711,7,1,Apt 717,6476692658,6519431834,6,13,2,9,4,TRUE,6,3,6,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
381,1,Lilyan,Stanlock,1,7,1,Female,1/11/2006,6/15/2018,381,2611369836,6,3,PO Box 75644,8258113305,2064603867,1,23,7,1,2,FALSE,7,2,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
382,2,Zeb,Cribbott,2,6,3,Male,3/12/2016,7/20/2017,382,9953360987,1,3,Apt 1415,1502852144,1334802742,5,12,9,7,7,FALSE,5,4,10,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
383,10,Cash,Wickrath,46,5,2,Male,4/6/2008,1/6/2017,383,2180022352,7,3,15th Floor,3666643183,1299015816,7,13,6,8,2,FALSE,6,6,5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
384,2,Liana,Regina,20,7,3,Female,12/27/2006,12/25/2006,384,2387400003,4,9,Room 1279,3846869880,9581885358,5,9,6,7,5,TRUE,9,6,4,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
385,10,Saudra,Lanigan,17,10,3,Female,7/17/2016,10/17/2012,385,1113938153,3,8,Room 1384,8616164960,4337955461,10,28,2,2,7,TRUE,5,7,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
386,6,Ferguson,Richings,19,4,3,Male,9/8/2015,6/21/2022,386,4990951913,4,7,Room 614,6600623195,8003748364,6,8,3,2,3,FALSE,7,7,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
387,4,Jobie,Jakubovsky,14,5,2,Female,12/18/2009,10/1/2022,387,8652756368,2,2,Apt 105,9445242807,6465468662,7,8,1,2,1,FALSE,4,1,5,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
388,3,Christina,Taylot,12,2,3,Female,12/21/2016,5/30/2007,388,1686229224,7,8,10th Floor,7474353954,8035325957,1,21,5,1,4,TRUE,9,8,10,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
389,4,Rayna,Dormer,4,10,1,Agender,2/14/2005,2/14/2010,389,4966784875,4,8,Apt 1077,1532762666,3333198223,10,7,5,1,5,FALSE,5,5,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
390,1,Shena,Cuniffe,49,5,3,Genderqueer,9/8/2013,9/7/2006,390,6916064714,5,1,Room 569,9807673941,9580389802,10,23,8,4,7,FALSE,4,6,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
391,3,Russell,Ivakhno,41,9,2,Male,1/15/2010,2/10/2007,391,8822161165,6,8,13th Floor,8363260592,2492944395,8,18,1,6,2,FALSE,7,9,5,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
392,7,Blondelle,Letterick,50,1,3,Female,1/23/2012,4/5/2008,392,640802745,5,4,PO Box 47469,7285340731,137924399,10,14,12,3,4,TRUE,5,8,10,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
393,1,Prent,Simmers,14,7,3,Bigender,7/10/2007,11/15/2011,393,8967738013,6,3,Room 1924,4929277280,7279896057,2,9,2,1,1,FALSE,10,3,7,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
394,8,Kinsley,Ninnoli,21,6,3,Male,8/10/2018,3/27/2017,394,1746001410,3,1,3rd Floor,5426422591,2752307004,9,17,4,7,5,FALSE,1,8,6,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
395,7,Darren,Pinor,21,4,2,Agender,3/28/2002,9/7/2019,395,7855887504,7,10,PO Box 946,1388384809,791394298,8,23,12,2,2,TRUE,2,10,3,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
396,9,Stefan,Leworthy,45,9,3,Male,6/18/2008,4/7/2021,396,2867517869,1,4,PO Box 26145,8146370780,8080616728,10,14,10,5,9,FALSE,2,10,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
397,3,Clarice,Simmell,38,9,2,Bigender,6/17/2013,1/31/2020,397,1204453705,5,6,Suite 89,6358767577,1201114268,5,13,3,9,10,TRUE,4,9,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
398,1,Cherri,Pechet,7,10,3,Female,2/10/2011,9/1/2008,398,5635810276,7,8,1st Floor,4097729659,5285271304,3,11,2,6,5,TRUE,1,4,7,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
399,9,Lonni,Ainger,17,4,3,Female,1/17/2005,9/15/2012,399,7243807682,7,5,PO Box 84209,2367072450,5256761447,4,11,5,6,10,FALSE,2,9,3,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
400,3,Tann,Hyde,49,1,1,Male,11/6/2003,4/18/2015,400,387632891,2,1,4th Floor,5774851141,419113886,5,30,7,7,1,FALSE,10,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
401,5,Sarajane,Hardan,23,7,3,Female,3/9/2012,12/13/2012,401,7101911773,7,8,Apt 1429,246571152,3625472910,10,19,7,6,10,TRUE,9,4,2,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
402,3,Hewie,Cavan,20,5,2,Male,6/8/2015,9/26/2014,402,8415256280,5,5,Apt 310,6977108207,3451823748,2,21,7,5,5,TRUE,1,6,3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
403,10,Berna,Carlozzi,3,4,3,Female,10/28/2008,7/2/2021,403,4631079797,5,6,Room 802,7834606743,3079587952,10,23,6,5,10,FALSE,5,5,3,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
404,4,Broddie,Sanday,14,7,2,Male,12/11/2010,11/5/2019,404,6024520034,5,9,Room 1511,1711002933,3064189212,6,7,1,3,8,FALSE,1,7,10,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
405,7,Fons,Guilliland,16,10,1,Male,12/21/2009,1/27/2013,405,6215175528,2,10,17th Floor,5443210580,259046639,10,12,2,9,4,FALSE,9,2,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
406,7,Griffie,Gorcke,45,6,1,Male,5/5/2017,2/5/2021,406,2161717456,3,4,Room 451,6069357868,9809459548,2,5,12,8,6,FALSE,1,3,6,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
407,1,Lauraine,Dwelley,47,5,2,Female,11/29/2001,12/18/2017,407,6844340206,4,2,9th Floor,215403371,8276410278,1,26,7,5,10,FALSE,10,1,4,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
408,7,Martguerita,Ecclesall,5,2,1,Polygender,9/1/2004,7/21/2006,408,2863475053,2,7,10th Floor,6237171193,9804778661,7,29,8,10,9,TRUE,7,2,4,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
409,10,Silvester,Fursland,36,2,2,Male,4/14/2010,10/9/2011,409,9640395889,1,2,PO Box 37400,6267820394,4101513724,9,7,2,6,7,TRUE,9,7,10,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
410,3,Alix,Davern,40,5,2,Male,11/4/2006,10/9/2011,410,3996330960,4,1,1st Floor,7839722318,1785882694,7,22,12,3,5,TRUE,2,9,9,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
411,10,Austin,Linnock,30,9,1,Female,12/2/2001,4/16/2007,411,6316444141,4,1,Room 1949,622161210,5903196721,7,23,3,3,3,FALSE,4,4,4,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
412,1,Berget,Swadlin,17,5,3,Female,11/25/2001,9/10/2022,412,3232585191,6,3,PO Box 47995,611270153,9551458710,9,30,4,1,4,TRUE,6,1,8,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
413,1,Reeva,Rodrigues,8,5,2,Female,11/11/2018,12/26/2022,413,9884920168,7,8,5th Floor,9251412049,8411617394,5,23,10,6,3,FALSE,1,5,5,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
414,10,Aubry,Sambles,10,1,3,Female,9/28/2010,2/2/2022,414,7408984542,4,6,Room 1371,6094777921,3662596733,7,27,9,2,3,FALSE,4,5,9,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
415,6,Rickert,Veregan,50,5,1,Genderfluid,9/30/2014,7/2/2006,415,4026018377,3,10,Suite 90,3288492024,8342824888,6,8,7,6,1,TRUE,7,10,9,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
416,4,Butch,Bento,34,4,2,Male,5/23/2003,2/2/2006,416,1474204872,6,1,Room 1588,5274331394,2048908063,9,6,3,1,9,TRUE,1,4,10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
417,4,Randi,Slade,12,6,2,Female,12/11/2006,12/1/2014,417,2747418103,6,4,Suite 71,5227912599,3459010592,2,28,3,10,4,FALSE,9,9,2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
418,5,Ingra,Hamil,2,1,3,Male,4/4/2005,7/5/2009,418,2420589,4,6,Apt 1444,2981528521,8907159599,9,24,11,2,5,TRUE,10,10,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
419,6,Claybourne,Dimmne,22,6,2,Male,8/4/2007,3/7/2012,419,2601502126,2,2,Apt 99,4311721609,9894061249,2,30,10,2,10,FALSE,5,7,10,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
420,5,Hugo,MacScherie,33,10,2,Male,10/28/2015,5/1/2023,420,3362805051,4,10,Apt 541,917469941,6070198042,10,24,11,9,1,FALSE,2,6,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
421,10,Barret,Elleray,19,1,2,Male,1/3/2010,8/2/2009,421,9347260878,6,7,Suite 6,1328450368,2288761253,8,15,11,9,3,TRUE,4,1,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
422,3,Camille,Donaher,7,7,1,Female,10/19/2004,7/16/2006,422,4113635277,1,1,Room 1524,1066214972,4690512574,5,8,3,2,1,FALSE,2,1,10,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
423,5,Ulick,Fernando,42,3,1,Male,12/25/2011,10/17/2016,423,1985169827,6,8,Room 665,1992439044,5826008725,9,15,5,5,1,TRUE,8,5,10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
424,4,Donia,MacGibbon,16,4,3,Female,5/23/2004,4/4/2006,424,4008337415,5,10,6th Floor,2623891907,8164048348,1,25,6,4,6,TRUE,10,5,10,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
425,1,Anny,Ludwell,10,9,3,Female,3/13/2012,1/16/2021,425,4500158782,1,3,Room 1716,7082847041,5534511087,4,4,12,9,1,TRUE,2,8,9,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
426,5,Hamel,Conan,27,8,2,Male,6/14/2014,1/16/2018,426,369032438,1,5,Apt 200,6540730799,9931256885,8,22,7,1,4,FALSE,5,6,5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
427,6,Amity,Innman,38,6,2,Non-binary,5/29/2015,9/22/2008,427,1567533337,5,4,Room 388,9815376128,688146139,9,26,5,6,3,TRUE,2,10,9,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
428,9,Westbrooke,Fahrenbach,12,4,2,Male,2/1/2013,2/25/2019,428,5769569778,2,5,Apt 250,5405357464,2390723365,2,3,10,10,2,FALSE,5,9,4,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
429,5,Tanny,Dimitrescu,50,6,1,Male,10/19/2006,4/16/2013,429,5303567133,7,4,Room 1225,9059128214,5054673881,6,16,4,2,3,FALSE,9,6,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
430,8,Kevan,Dowears,18,2,1,Male,1/7/2011,8/7/2022,430,6524517628,7,2,Apt 1946,4366687666,7383802438,5,25,3,5,6,TRUE,4,5,8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
431,2,Edna,Arro,8,8,3,Female,11/9/2016,10/5/2012,431,3071042698,1,6,Suite 100,6689579549,2901156894,5,18,11,1,4,TRUE,10,2,10,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
432,2,Cleon,Vince,14,4,1,Male,10/23/2002,7/17/2017,432,4101036926,3,5,Room 677,4926921197,2458854524,9,5,10,7,3,TRUE,4,7,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
433,1,Westley,Snowsill,29,1,3,Male,1/30/2012,1/15/2018,433,7470927808,2,4,Apt 239,4466666105,9814576018,6,14,8,8,7,FALSE,5,9,5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
434,6,Kathie,Floodgate,33,1,3,Female,4/1/2007,4/23/2006,434,3831934983,4,10,Room 986,3660984337,9898874414,2,11,10,1,1,TRUE,7,1,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
435,8,Hayward,Phinn,8,3,3,Male,3/7/2017,2/24/2011,435,3077644673,7,3,Suite 32,6345917869,790576465,10,11,9,8,4,TRUE,9,5,7,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
436,9,Tito,McGarrahan,7,7,3,Male,5/23/2009,5/18/2021,436,2609998260,4,6,PO Box 49512,5600709374,9798835808,6,8,5,1,9,TRUE,8,10,4,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
437,7,Keefer,Harsant,42,8,1,Male,7/29/2003,10/23/2008,437,2029298778,6,8,Apt 300,2838854917,6069573013,4,19,8,10,2,FALSE,10,3,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
438,9,Trevar,Naulls,25,10,3,Male,8/11/2013,10/12/2006,438,5865036254,3,3,Suite 14,8971516593,4759978860,7,4,4,9,9,TRUE,5,6,5,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
439,1,Hayden,Francombe,29,6,3,Agender,3/18/2008,2/6/2019,439,2346323667,3,1,Suite 18,2924624703,6973052215,1,8,10,8,1,TRUE,1,6,5,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
440,5,Sada,Lantuffe,48,4,1,Bigender,9/4/2009,1/19/2006,440,2161037277,7,8,PO Box 3166,3024065059,6806284892,9,6,7,5,4,TRUE,9,9,7,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
441,3,Nataniel,Dinsale,48,7,2,Male,6/5/2011,7/24/2019,441,3987018739,5,3,Suite 38,2322625477,4188155140,10,15,1,4,9,FALSE,1,9,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
442,7,Justine,Berthel,14,2,2,Female,3/2/2002,5/12/2008,442,5909609505,1,8,Room 620,264175034,9499840613,5,15,8,7,2,TRUE,7,7,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
443,1,Clemmy,Peach,9,3,3,Male,8/14/2004,12/17/2022,443,488751489,4,7,18th Floor,2408176751,706002105,10,11,8,6,3,FALSE,6,5,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
444,3,Joby,Mattusov,27,10,3,Bigender,12/7/2016,7/26/2009,444,3555089420,3,10,Apt 280,5980312382,4071759062,1,10,6,5,5,TRUE,8,4,2,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
445,7,Winne,Mapham,21,2,3,Female,9/26/2004,9/9/2021,445,5386113550,4,7,Apt 762,2278024469,2869964269,6,5,9,6,2,FALSE,8,8,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
446,8,Eryn,Avrahamof,31,6,3,Female,2/29/2012,9/12/2014,446,3406418074,5,10,Room 964,470677562,4723810498,9,3,12,7,2,FALSE,2,7,9,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
447,10,Gregoire,Dukelow,14,9,2,Male,7/26/2010,6/17/2010,447,111048982,7,10,Apt 1783,2244400972,179502166,10,16,12,6,6,TRUE,6,3,6,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
448,6,Hervey,Hampe,45,2,1,Male,10/6/2018,6/15/2007,448,1645353931,1,3,Suite 97,8934333626,2793856819,2,19,4,1,4,FALSE,4,1,5,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
449,8,Kipper,MacQueen,26,9,3,Genderqueer,4/8/2002,10/4/2021,449,4549269812,7,8,PO Box 91763,123005450,9076457034,3,11,6,2,9,FALSE,3,7,8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
450,1,Babbie,Jeacocke,8,2,1,Bigender,11/10/2005,3/28/2015,450,3474965867,7,6,1st Floor,8976701275,9245719332,1,4,12,5,8,TRUE,2,7,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
451,1,Alyosha,Jirak,43,1,2,Male,10/15/2009,3/17/2020,451,9367873050,5,2,Apt 1709,932465188,4292601933,6,5,1,3,5,TRUE,2,1,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
452,4,Barret,Henaughan,39,9,3,Male,2/4/2007,12/26/2011,452,3629507506,6,8,Apt 1653,4301150358,972623094,10,11,9,6,7,FALSE,9,10,4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
453,6,Gayler,Trussler,32,6,2,Male,2/17/2011,7/4/2021,453,5021016415,3,4,Apt 770,7919516080,1885125372,5,5,1,8,10,TRUE,7,4,7,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
454,7,Alex,Cocking,45,5,2,Male,7/15/2005,7/11/2015,454,4179511754,3,1,PO Box 35048,5941508441,3118373075,3,4,3,5,8,FALSE,7,10,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
455,9,Vernen,Eynon,37,2,2,Male,11/22/2003,3/8/2015,455,6923149827,6,4,19th Floor,1377273865,6667769728,3,29,1,3,3,FALSE,8,6,3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
456,6,Doralynne,Beiderbecke,46,5,2,Female,3/4/2014,8/6/2005,456,439906032,1,3,Room 1613,3500864899,4329375117,10,14,11,6,7,TRUE,10,1,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
457,2,Brander,Hewell,8,2,1,Male,5/22/2017,12/10/2012,457,3903800554,6,9,Apt 94,4404337469,4782602251,2,9,7,8,9,FALSE,3,4,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
458,9,Bar,Duhig,41,9,1,Male,3/17/2005,3/30/2019,458,3345643383,3,3,19th Floor,6862953532,4242782330,2,8,12,1,2,TRUE,7,2,10,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
459,1,Andros,Battye,45,3,3,Male,5/14/2010,9/24/2008,459,5808504937,7,4,PO Box 53131,7536708009,9162386026,7,11,12,9,10,FALSE,3,4,6,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
460,8,Leigh,Ewbank,18,10,3,Male,11/5/2002,7/13/2011,460,8839473025,4,7,PO Box 81503,4665610363,5319951698,9,3,8,3,3,TRUE,6,8,10,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
461,3,Urbanus,Sarjent,5,9,1,Male,10/17/2003,12/21/2012,461,9481081214,1,4,10th Floor,7702963166,759012857,7,18,6,2,8,TRUE,6,8,3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
462,8,Kelsi,Madgett,9,5,1,Female,4/29/2006,4/15/2007,462,93670702,5,5,Suite 13,8820815850,1668516772,8,12,2,5,4,FALSE,7,10,7,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
463,5,Stuart,Kidgell,38,6,1,Male,9/3/2005,1/4/2006,463,9930752463,3,6,Suite 50,541754971,2671594046,9,3,9,1,7,FALSE,9,5,10,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
464,5,Atlante,Jeremaes,13,8,3,Female,6/20/2002,11/30/2022,464,3387819900,2,9,PO Box 66221,799841811,4210083356,5,10,10,3,4,TRUE,1,6,8,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
465,8,Taber,Beeby,34,2,3,Male,2/13/2005,2/21/2010,465,8244963158,7,1,Suite 68,8753743148,3279785448,6,20,5,5,9,TRUE,1,7,1,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
466,5,Calv,Thunder,6,2,3,Male,1/8/2018,1/14/2020,466,5130573692,3,2,8th Floor,5402649782,8709608524,1,24,10,9,9,FALSE,7,2,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
467,3,Kylie,Stears,42,6,1,Male,8/22/2003,7/19/2007,467,1957143215,2,1,Room 391,7016434583,3242861396,1,4,7,10,9,FALSE,6,7,8,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
468,5,Shawnee,May,28,9,2,Female,11/8/2003,5/9/2023,468,1581794568,2,9,Apt 200,3403928225,7433899332,7,29,6,10,8,TRUE,8,9,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
469,6,Chandra,Chateau,40,3,2,Female,11/22/2017,10/10/2009,469,5723812858,1,2,Room 1899,278542247,4042168612,1,27,3,5,7,FALSE,10,6,2,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
470,6,Benedetta,Seamon,8,5,1,Female,2/12/2018,12/28/2014,470,2837352152,4,4,Suite 57,9870676529,6849653938,9,22,4,2,4,FALSE,1,1,10,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
471,7,Judy,Gleder,1,1,1,Female,5/1/2015,5/17/2023,471,3424436100,2,5,Suite 51,8118242692,6848447307,8,11,4,7,6,TRUE,5,5,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
472,4,Sarette,Rembrant,33,6,2,Female,8/25/2014,12/22/2013,472,6864461807,5,10,Room 1016,3554008818,5844312805,10,29,10,6,1,TRUE,9,10,6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
473,4,Mela,Hallet,39,7,2,Female,1/26/2003,6/4/2020,473,9472018084,2,2,5th Floor,655479902,7226873818,3,30,12,9,1,FALSE,7,5,8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
474,2,Zach,Murton,50,5,2,Male,7/22/2015,7/26/2018,474,3453981332,7,7,Suite 72,9195990011,2821032196,6,27,1,5,8,FALSE,6,7,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
475,4,Conant,Simione,15,3,1,Male,10/31/2005,1/21/2010,475,7271219137,6,6,Apt 820,7668165983,1073326373,4,10,9,9,7,TRUE,4,4,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
